ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-4735411,Source1,2,2022-02-09 18:23:08.000000000,2022-02-09 20:28:52.000000000,28.482248,-81.396664,28.484279,-81.397518,0.15,Stationary traffic on US-92 E - US-17 N - US-441 N from Woodsmere Ave to S Rio Grande Ave due to accident., S Orange Blossom Trl,Orlando,Orange,FL,32839-2705,US,US/Eastern,KORL,2022-02-09 17:53:00,65.0,65.0,27.0,29.91,10.0,N,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3852149,Source1,2,2023-02-22 09:34:30,2023-02-22 09:55:30,37.62846351,-120.99727035,37.61720351,-120.99026035,0.867,Slow traffic on CA-99 S from Tuolumne Blvd (CA-99) to Crows Landing Rd (CA-99) due to accident.,CA-99,Modesto,Stanislaus,CA,95351,US,US/Pacific,KMOD,2023-02-22 09:53:00,47.0,41.0,48.0,29.69,10.0,NW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3393171,Source2,2,2017-08-22 11:48:25,2017-08-22 12:32:30,30.323172,-81.535774,,,0.0,Left lane blocked due to accident on FL-10 Atlantic Blvd Westbound at Lee Rd.,Atlantic Blvd,Jacksonville,Duval,FL,32225-6568,US,US/Eastern,KCRG,2017-08-22 11:53:00,84.9,,65.0,30.12,10.0,ESE,5.8,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1403447,Source2,3,2020-07-29 19:31:51,2020-07-29 20:16:35,43.030422,-77.964821,,,0.0,Right lane blocked due to accident on I-90 Westbound at Exit 47 I-490 Exit 1.,I-490 W,Le Roy,Genesee,NY,14482,US,US/Eastern,KROC,2020-07-29 19:30:00,70.0,70.0,73.0,29.26,10.0,W,15.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-8918,Source2,2,2016-12-29 01:37:30,2016-12-29 02:21:52,37.687477,-122.109108,,,0.01,Lane blocked due to accident on Lewelling Blvd both ways after Morrill St.,E Lewelling Blvd,Hayward,Alameda,CA,94541-1107,US,US/Pacific,KHWD,2016-12-29 01:54:00,43.0,,60.0,30.23,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-7268072,Source1,2,2020-02-18 08:57:00,2020-02-18 10:10:07,38.255185,-122.332634,38.255185,-122.332634,0.0,At CA-29 (South) - Accident., Sonoma Hwy,Napa,Napa,CA,94559-9745,US,US/Pacific,KAPC,2020-02-18 08:54:00,51.0,51.0,59.0,30.04,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7285618,Source1,2,2019-12-23 05:39:33,2019-12-23 06:09:21,39.78395,-105.02839,39.78394,-105.02218,0.33,At Federal Blvd/Exit 272 - Accident.,I-70 E,Denver,Denver,CO,80211,US,US/Mountain,KBJC,2019-12-23 05:45:00,45.0,42.0,23.0,24.35,10.0,WSW,5.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7559047,Source1,3,2018-07-11 15:23:20,2018-07-11 21:23:20,33.62164,-84.48825,33.61887,-84.48785,0.193,Ramp to I-85 Southbound - Accident.,GA-407 E,Atlanta,Fulton,GA,30337,US,US/Eastern,KATL,2018-07-11 15:52:00,91.0,,48.0,29.98,10.0,North,6.9,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6524947,Source1,2,2021-02-20 06:30:00,2021-02-20 08:50:07,33.925928000000006,-118.246268,33.925937,-118.243967,0.132,Incident on E 118TH ST near HOUSE 1651 Drive with caution., Compton Ave,Los Angeles,Los Angeles,CA,90059-1846,US,US/Pacific,KHHR,2021-02-20 06:53:00,49.0,49.0,71.0,30.04,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-3047415,Source2,2,2018-01-05 16:48:58,2018-01-05 17:18:49,42.945004,-83.632729,,,0.0,Accident on Hill Rd at Center Rd.,Center Rd,Grand Blanc,Genesee,MI,48439-7922,US,US/Eastern,KFNT,2018-01-05 16:53:00,1.9,-14.7,58.0,30.38,10.0,West,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3493037,Source1,2,2016-08-25 07:49:08,2016-08-25 13:49:08,33.707016,-84.34952,33.706437,-84.34952,0.04,At McDonough Blvd SE - Accident., Moreland Ave SE,Atlanta,Fulton,GA,30316-3179,US,US/Eastern,KATL,2016-08-25 07:52:00,73.0,,93.0,30.19,9.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1464269,Source2,2,2020-05-08 07:06:17,2020-05-08 07:35:49,32.455105,-93.756653,,,0.0,Accident on I-49 Southbound at Exit 203 Pierremont Rd.,I-49 N,Shreveport,Caddo,LA,71106,US,US/Central,KSHV,2020-05-08 07:06:00,63.0,63.0,93.0,29.72,2.0,WSW,10.0,0.18,Heavy T-Storm,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-24519,Source2,2,2016-10-14 17:53:25,2016-10-14 18:30:00,37.991783,-122.077888,,,0.01,Accident on CA-4 Eastbound at Exit 12A Pacheco Blvd.,John Muir Pkwy E,Martinez,Contra Costa,CA,94553,US,US/Pacific,KCCR,2016-10-14 17:53:00,64.0,,78.0,29.9,10.0,WSW,9.2,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-42622,Source2,3,2016-06-18 17:05:27,2016-06-18 17:50:27,38.572376,-121.467484,,,0.0,Delays and right hand shoulder blocked due to accident on I-80 Bus Capital City Fwy Northbound at Exits 7A 7B J St.,Capital City Fwy E,Sacramento,Sacramento,CA,95816,US,US/Pacific,KSAC,2016-06-18 16:53:00,79.0,,30.0,30.12,10.0,NW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5286133,Source1,2,2022-12-31 13:18:12,2022-12-31 14:34:14,34.108942,-80.133337,34.114021,-80.13874,0.468,Incident on LYNCHBURG HWY near US-401 Drive with caution., Lynchburg Hwy,Lynchburg,Lee,SC,29080-8302,US,US/Eastern,KSMS,2022-12-31 13:15:00,66.0,66.0,100.0,,,S,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1111147,Source2,2,2021-03-22 08:50:47,2021-03-22 09:25:00,35.365688,-94.415733,,,0.0,Accident on R St at 17th St.,S R St,Fort Smith,Sebastian,AR,72901-5550,US,US/Central,KFSM,2021-03-22 08:53:00,52.0,52.0,63.0,29.53,10.0,ENE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4088891,Source1,2,2022-08-05 11:41:22,2022-08-05 13:56:15,42.272749,-120.74124,42.269186,-120.729558,0.6459999999999999,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution.,NFD Road 3733,Lakeview,Lake,OR,97630,US,US/Pacific,KLKV,2022-08-05 11:53:00,84.0,84.0,33.0,25.26,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2826877,Source2,2,2018-05-16 07:30:57,2018-05-16 08:00:48,39.837418,-86.024948,,,0.0,Accident on US-36 Pendleton Pike at McCoy St.,McCoy St,Indianapolis,Marion,IN,46226,US,US/Eastern,KMQJ,2018-05-16 07:37:00,62.6,,100.0,29.97,10.0,NNE,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4655236,Source1,2,2022-02-10 10:27:00,2022-02-10 12:02:26,39.833864,-122.199822,39.83889600000001,-122.19983700000002,0.348,Incident on I-5 NB near SOUR GRASS Drive with caution.,I-5 N,Corning,Tehama,CA,96021,US,US/Pacific,KRBL,2022-02-10 10:54:00,75.0,75.0,26.0,29.85,10.0,N,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6488864,Source1,2,2021-02-20 23:47:49,2021-02-21 02:50:43,34.046498,-81.10506099999998,34.046956,-81.105494,0.04,Incident on SPRINGHOUSE DR near ZIMALCREST DR Drive with caution., Springhouse Dr,Columbia,Richland,SC,29210-5876,US,US/Eastern,KCAE,2021-02-20 23:56:00,31.0,31.0,85.0,30.17,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5027577,Source1,2,2022-06-07 08:23:30,2022-06-07 09:29:30,33.668602,-112.127175,33.66855,-112.082963,2.542,Stationary traffic on Loop 101 E - Pima Fwy E - AZ-101 Loop E from 35th Ave/Exit 22 (Agua Fria Fwy/AZ-101) to 7th Ave/Exit 25 (Pima Fwy/AZ-101) due to accident.,AZ-101 Loop E,Phoenix,Maricopa,AZ,85027,US,US/Mountain,KDVT,2022-06-07 08:53:00,86.0,86.0,24.0,28.21,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1353859,Source2,2,2020-10-23 05:01:55,2020-10-23 07:30:12,39.846222,-75.766212,,,3.0999999046325684,Accident on US-1 Kennett Oxford Byp Northbound between PA-41 Gap Newport Pike and US-1 Kennett Oxford Byp.,Newark Rd,Avondale,Chester,PA,19311,US,US/Eastern,KMQS,2020-10-23 04:55:00,59.0,59.0,100.0,29.49,0.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5440325,Source1,2,2022-08-02 06:02:03,2022-08-02 08:02:28,43.854158,-94.167293,43.84782,-94.163538,0.476,Accident on US-169 S - US-169 N from MN-30/W Main St/Twp-22 (US-169) to 240th St (US-169)., US Highway 169,Amboy,Blue Earth,MN,56010-4010,US,US/Central,KJYG,2022-08-02 05:57:00,64.0,64.0,94.0,28.7,10.0,SE,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3321878,Source2,3,2017-09-20 19:22:59,2017-09-20 19:52:38,33.441387,-112.108116,,,0.0,Shoulder blocked due to accident on I-17 Black Canyon Fwy Southbound at Exit 199A Grant St.,W Grant St,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,2017-09-20 19:51:00,91.9,,16.0,29.66,10.0,WNW,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-59098,Source2,2,2016-12-26 12:52:04,2016-12-26 13:51:10,34.02512,-117.731461,,,0.01,Accident on CA-60 Westbound at Exit 30 Reservoir St.,Pomona Fwy W,Pomona,Los Angeles,CA,91766,US,US/Pacific,KPOC,2016-12-26 12:47:00,57.2,,33.0,30.19,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4222262,Source1,2,2022-07-28 10:02:50,2022-07-28 11:35:24,40.757763,-73.838895,40.748577,-73.834777,0.67,Incident on I-678 near I-678 Drive with caution.,Van Wyck Expy,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2022-07-28 09:51:00,82.0,82.0,69.0,29.83,10.0,SSW,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1439710,Source2,3,2020-08-27 14:27:02,2020-08-27 15:11:15,41.957367,-87.879745,,,0.0,Lane blocked due to accident on I-294 Tri-State Tollway Southbound near exit 38.,I-294 S,Schiller Park,Cook,IL,60176,US,US/Central,KORD,2020-08-27 14:51:00,93.0,93.0,47.0,29.12,10.0,W,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1061760,Source2,2,2021-05-03 15:07:22,2021-05-03 16:08:29,36.173698,-86.602226,,,0.0,Accident on TN-265 Central Pike at TN-45 Old Hickory Blvd.,Old Hickory Blvd,Hermitage,Davidson,TN,37076-2935,US,US/Central,KBNA,2021-05-03 14:53:00,79.0,79.0,64.0,29.09,10.0,WSW,8.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7447934,Source1,2,2019-02-15 17:03:00,2019-02-15 18:01:00,41.80212,-112.31163,41.802182,-112.311841,0.012,At UT-83/Exit 26 - Accident.,I-84 W,Snowville,Box Elder,UT,84336,US,US/Mountain,KMLD,2019-02-15 17:07:00,30.0,17.0,92.0,25.25,0.25,N,21.0,0.0,Heavy Snow / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6134536,Source1,2,2021-12-20 18:28:28,2021-12-20 20:37:48,28.554384,-81.364453,28.553151,-81.363782,0.094,Stationary traffic on US-92 E - US-17 N - US-92 W - US-17 S - FL-50 from Park Lake St to N Shine Ave due to accident., N Mills Ave,Orlando,Orange,FL,32803-4038,US,US/Eastern,KORL,2021-12-20 18:53:00,66.0,66.0,93.0,29.91,5.0,N,13.0,0.01,Light Rain,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1077562,Source2,2,2021-04-19 08:10:06,2021-04-19 09:09:45,33.4641,-81.95043199999998,,,0.0,Restrictions due to accident on Boundary at Watkins St.,E Boundary,Augusta,Richmond,GA,30901-2576,US,US/Eastern,KDNL,2021-04-19 07:53:00,59.0,59.0,55.0,29.42,10.0,WNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3731983,Source1,2,2022-05-03 16:07:09,2022-05-03 18:14:43,36.038919,-86.785964,36.037413,-86.785852,0.104,Stationary traffic on TN-6 - US-31 S - TN-254 - US-31 N from Franklin Pike Crk to Franklin Pike Cir due to accident., Franklin Pike,Brentwood,Davidson,TN,37027,US,US/Central,KBNA,2022-05-03 15:53:00,84.0,84.0,44.0,29.26,10.0,SW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1065458,Source2,2,2021-04-28 09:25:17,2021-04-28 10:14:54,28.1574,-81.470863,,,0.0,Accident on Koa St at Marigold Ave.,Marigold Ave,Kissimmee,Osceola,FL,34758,US,US/Eastern,KISM,2021-04-28 08:56:00,74.0,74.0,71.0,30.06,10.0,ESE,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6456457,Source1,2,2021-02-14 13:40:00,2021-02-14 16:31:13,33.44750046714093,-117.63515353146728,33.45662046714093,-117.65202353146726,1.159,Accident on Ave Vista Hermosa (I-5) from Camino de Estrella (I-5) to I-5 N - San Diego Fwy N.,I-5,San Clemente,Orange,CA,92672,US,US/Pacific,KNXF,2021-02-14 14:55:00,63.0,63.0,45.0,29.84,10.0,W,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6042326,Source1,2,2021-12-14 07:14:00,2021-12-14 08:24:00,32.792605,-96.621248,32.78819,-96.582211,2.2880000000000003,Stationary traffic on US-80 E from Gus Thomasson Rd/Gross Rd (US-80) to TX-352 (US-80) due to accident.,US-80 E,Mesquite,Dallas,TX,75149,US,US/Central,KHQZ,2021-12-14 06:50:00,55.0,55.0,100.0,29.73,0.75,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-6297462,Source1,2,2021-10-10 23:30:00,2021-10-10 23:53:30,39.08769249897438,-94.92231488182578,39.07800249897438,-94.9718348818258,2.739,Slow traffic on I-70 W - Kansas Tpke W from KS-7/Exit 224 (I-70) to Eastern Terminal Toll Plaza (I-70) due to accident.,Kansas Tpke,Bonner Springs,Leavenworth,KS,66012,US,US/Central,KNKA,2021-10-10 23:31:00,60.0,60.0,96.0,28.92,1.0,NNE,5.0,0.02,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-538025,Source2,3,2022-08-13 09:58:13,2022-08-13 10:43:48,40.308254,-88.183708,,,0.0,Lane blocked due to crash on I-57 Southbound before Exit 250 US-136 Champaign Ave.,W Champaign Ave,Rantoul,Champaign,IL,61866,US,US/Central,KTIP,2022-08-13 09:55:00,71.0,71.0,69.0,29.35,10.0,S,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3342410,Source2,3,2017-09-29 09:04:48,2017-09-29 09:34:14,27.945595,-82.537514,,,0.0,Right lane blocked due to accident on I-275 Southbound at Exit 39 Kennedy Blvd.,I-275 S,Tampa,Hillsborough,FL,33609,US,US/Eastern,KTPA,2017-09-29 08:53:00,79.0,,84.0,29.95,10.0,ENE,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3645032,Source1,2,2017-07-20 16:00:01,2017-07-20 22:00:01,27.821248,-82.64685,27.821248,-82.64685,0.0,At 54th Ave - Accident., 54th Ave N,Saint Petersburg,Pinellas,FL,33703-2742,US,US/Eastern,KSPG,2017-07-20 15:53:00,91.0,,57.0,30.03,10.0,East,5.8,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2624012,Source2,3,2018-08-03 10:52:47,2018-08-03 11:22:14,39.40139,-77.403221,,,1.8600000143051147,Left hand shoulder blocked due to accident on I-70 Eastbound between Exit 53 and Exit 54.,Baltimore National Pike E,Frederick,Frederick,MD,21704,US,US/Eastern,KFDK,2018-08-03 10:47:00,80.6,,89.0,30.18,7.0,SSW,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4888840,Source1,2,2022-09-27 17:16:42,2022-09-27 17:39:10,32.778638,-96.853435,32.778779,-96.856607,0.185,Stationary traffic on Singleton Blvd from Sylvan Ave to N Hampton Rd due to accident., Puget St,Dallas,Dallas,TX,75212-5005,US,US/Central,KDAL,2022-09-27 16:53:00,88.0,88.0,22.0,29.57,10.0,E,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3156003,Source2,3,2017-12-29 16:10:16,2017-12-29 16:40:00,44.951202,-93.02523,,,0.0,Accident on I-94 Eastbound at Exit 245 County Hwy-65 White Bear Ave.,White Bear Ave N,Saint Paul,Ramsey,MN,55119,US,US/Central,KSTP,2017-12-29 15:53:00,1.9,-16.2,72.0,30.42,7.0,WNW,13.8,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4011885,Source1,2,2022-12-06 15:42:00.000000000,2022-12-06 16:13:30.000000000,48.041054,-114.227539,48.056263,-114.239491,1.187,Slow traffic on US-93 S - US-93 N from MT-28 (US-93) to MT-82/Forest Hill Rd (US-93) due to accident., Highway 93 S,Lakeside,Flathead,MT,59922-9747,US,US/Mountain,KGPI,2022-12-06 15:55:00,28.0,28.0,88.0,26.76,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2001828,Source2,3,2019-08-02 10:34:23,2019-08-02 11:04:00,35.450256,-97.487946,,,0.0,Accident on I-35 Southbound at Exit 125D 15th St.,I-35 S,Oklahoma City,Oklahoma,OK,73129,US,US/Central,KTIK,2019-08-02 10:56:00,77.0,77.0,86.0,28.69,10.0,ESE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-539136,Source2,2,2022-08-12 06:56:46,2022-08-12 07:26:26,39.069725,-84.46300500000002,,,0.0,Crash on I-471 Northbound after Exit 2 US-27 Alexandria Pike.,I-471,Fort Thomas,Campbell,KY,41075,US,US/Eastern,KLUK,2022-08-12 06:53:00,61.0,61.0,83.0,29.65,10.0,NNE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6442625,Source1,2,2021-01-06 16:18:26,2021-01-06 19:18:34,32.259259,-111.000138,32.260714,-111.002495,0.171,Incident on N FREEWAY near W CONGRESS ST Drive with caution.,N Freeway Rd,Tucson,Pima,AZ,85705,US,US/Mountain,KDMA,2021-01-06 15:56:00,68.0,68.0,12.0,27.25,9.0,NE,14.0,0.0,Fair,False,False,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6494633,Source1,2,2021-01-08 17:51:41,2021-01-08 19:55:19,40.124151,-75.363573,40.12388,-75.36309399999998,0.031,Incident on MAIN ST near FOREST AVE Drive with caution., Centre Ave,Norristown,Montgomery,PA,19403-3217,US,US/Eastern,KLOM,2021-01-08 17:55:00,32.0,32.0,74.0,29.58,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4542675,Source1,2,2022-04-14 15:43:30,2022-04-14 16:46:00,42.47491478899729,-93.5685932631799,42.50950478899729,-93.56782326317992,2.39,Slow traffic on I-35 N from Exit 144 (I-35) to CR-D20/Exit 147 (I-35) due to accident.,I-35 N,Williams,Hamilton,IA,50271,US,US/Central,KIFA,2022-04-14 15:35:00,45.0,34.0,36.0,28.59,10.0,W,37.0,0.0,Partly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1887234,Source2,2,2019-09-01 11:49:06,2019-09-01 12:49:33,33.018002,-87.59781600000002,,,0.0,Accident on AL-69 Southbound at CR-95 Old Greensboro Rd.,Highway 69 S,Moundville,Tuscaloosa,AL,35474-6203,US,US/Central,KTCL,2019-09-01 11:53:00,87.0,87.0,59.0,29.92,10.0,E,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4375418,Source1,2,2022-05-30 12:55:00,2022-05-30 14:34:13,30.439749,-91.174318,30.441740000000006,-91.174384,0.138,Incident on S 14TH ST near SOUTH ST Drive with caution., S 14th St,Baton Rouge,East Baton Rouge,LA,70802-4831,US,US/Central,KBTR,2022-05-30 12:53:00,89.0,89.0,46.0,29.87,10.0,SSE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1051005,Source2,2,2021-05-11 19:31:27,2021-05-11 21:21:48,36.902,-121.824089,,,0.0,Accident on San Andreas Rd at Sunset Beach Rd.,San Andreas Rd,Watsonville,Santa Cruz,CA,95076-9648,US,US/Pacific,KWVI,2021-05-11 19:16:00,52.0,52.0,89.0,29.77,5.0,SW,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3143930,Source2,2,2017-12-21 09:29:44,2017-12-21 10:11:50,35.84373499999999,-78.32931500000002,,,0.0,Accident on NC-96 Arendell Ave at Riley Hill Rd.,Zebulon Rd,Zebulon,Wake,NC,27597,US,US/Eastern,KLHZ,2017-12-21 09:40:00,42.8,38.6,66.0,30.23,10.0,NE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6230871,Source1,2,2021-07-30 17:27:58,2021-07-30 19:31:50,33.858161,-118.287051,33.872578000000004,-118.341893,3.3,Slow traffic on I-405 N - San Diego Fwy N from I-110/Harbor Fwy (I-405) to CA-91/Artesia Blvd (I-405) due to accident.,I-405 N,Gardena,Los Angeles,CA,90248,US,US/Pacific,KHHR,2021-07-30 17:53:00,69.0,69.0,73.0,29.86,10.0,WSW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7389802,Source1,2,2019-09-18 15:19:53,2019-09-18 15:49:14,41.518821,-73.985401,41.5212,-74.01015,1.291,At Newburgh-Beacon Brg - Accident. Lane blocked.,Beacon Brg W,Beacon,Dutchess,NY,12508,US,US/Eastern,KSWF,2019-09-18 15:45:00,70.0,70.0,43.0,29.74,20.0,ENE,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
